Respondent_ID,Age_Range,Gender,Disability_Status,Location_Type,Country,African_Region,Value_Chain,Organization_Name,Organization_Type,Complement_Existing_Platforms_Score,Framework_Inclusivity_Score,Governance_Transparency_Score,Membership_Clarity_Score,Stakeholder_Participation_Score,Trust_Building_Score,Finance_Barrier_Score,Land_Access_Barrier_Score,Climate_Risk_Score,Technology_Barrier_Score,Funding_Support_Need,Land_Ownership_Importance,Early_Warning_Importance,Capacity_Building_Need,Technology_Intervention_Need,KPI_Alignment_Score,Impact_Measurement_Score,Gender_Data_Promotion_Score,Continuous_Learning_Score,Reporting_Level,Resource_Mobilization_Score,Funding_Diversification_Score,Partnership_Strategy_Score,Knowledge_Sharing_Score,Government_Partner,Private_Sector_Partner,International_Org_Partner,Academia_Partner,Farmers_Association_Partner,CSO_Partner,Staffing_Readiness_Score,Communication_Readiness_Score,Women_Involvement_Score,Hybrid_Platform_Readiness_Score,Strategic_Alignment_Score,Lessons_Learned_Text,Innovation_Recommendations_Text,Inclusivity_Recommendations_Text,Vulnerability_Index,Governance_Readiness_Score,Sustainability_Score,MELAR_Readiness_Score,Intervention_Priority,Avg_Barrier_Score,Avg_Readiness_Score,Avg_Need_Score,Readiness_Gap,Rural_Female,Young_Respondent,Disability_Flag,Total_Partners,Priority_Ordinal,Gov_High,Sus_High,Exclusion_Risk_Score,Risk_Level,Cluster,WAEI_Participation,WAEI_Governance,WAEI_Resilience,WAEI_Sustainability,WAEI_Inclusion,WAEI_Score,Recommendations,Urgency,Num_Interventions
RESP_00036,18-35,Female,Yes,Urban,Zambia,Southern Africa,Processing,BushVeld Research,NGO,3,5,4,4,4,4,4,3,2,3,5,3,4,4,3,4,5,5,4,Regional,4,4,5,4,1,1,0,1,1,1,3,4,5,4,4,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Strengthen gender-responsive technology access,3.0,4.25,4.25,4.5,Moderate,3.0,4.0,3.8,-1.0,0,1,1,5,1,1,1,2.55,Moderate,1,100.0,72.72727272727273,57.142857142857146,70.0,100.0,80.11,Agricultural credit & microfinance access | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,High,3
RESP_00037,36-45,Female,No,Semi-Urban,Ethiopia,East Africa,Agri-Tech,Afri-Impact NGO,Women Cooperative,4,5,5,4,4,4,5,3,5,4,4,4,4,4,4,5,5,5,4,Sub-national,4,4,3,4,1,1,1,1,1,1,3,4,5,3,5,Funding access remains difficult for rural women cooperatives,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,4.25,4.5,3.75,4.75,High,4.25,4.0,4.0,0.25,0,0,0,6,2,1,1,2.8,Moderate,0,100.0,81.81818181818183,21.42857142857143,50.0,100.0,72.24,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_00038,36-45,Male,No,Semi-Urban,South Africa,Southern Africa,Agri-Finance,AgriLink Cooperative,Research Institution,4,5,5,4,4,5,2,2,4,4,5,3,5,5,4,4,4,4,4,National,3,3,5,4,1,0,0,1,0,1,3,4,2,5,3,Funding access remains difficult for rural women cooperatives,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,3.0,4.5,3.75,4.0,Moderate,3.0,3.4,4.4,-0.4,0,0,0,3,1,1,1,2.2,Low,1,0.0,81.81818181818183,57.142857142857146,50.0,100.0,49.38,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_00039,36-45,Male,No,Rural,Morocco,Northern Africa,Processing,Delta Agri Hub,Private Agribusiness,4,4,3,4,4,3,3,4,4,5,5,4,3,4,5,5,4,4,4,Sub-national,5,4,4,5,0,0,1,1,1,1,4,4,4,4,4,Technology adoption is improving productivity outcomes,Introduce AI-supported climate monitoring systems,Increase disability-inclusive participation frameworks,4.0,3.75,4.5,4.25,High,4.0,4.0,4.2,0.0,0,0,0,4,2,0,1,2.65,Moderate,0,66.66666666666666,54.54545454545454,28.57142857142857,80.0,66.66666666666666,58.02,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_00040,36-45,Female,No,Rural,Zimbabwe,Southern Africa,Agri-Finance,Sunrise Food Systems,NGO,3,5,4,4,5,2,4,4,5,4,5,4,5,4,5,3,4,5,4,Regional,4,4,4,4,0,1,0,0,0,1,4,5,4,4,5,Climate adaptation training should be expanded,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,4.25,4.5,4.0,4.0,High,4.25,4.4,4.6,-0.15,1,0,0,2,2,1,1,3.0,High,0,66.66666666666666,81.81818181818183,21.42857142857143,60.0,100.0,63.74,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_00041,46-60,Female,No,Semi-Urban,Ethiopia,East Africa,Marketing,Savanna Tech Group,Government Agency,3,4,5,3,4,4,5,4,4,3,5,4,5,5,4,5,5,3,4,Continental,4,3,5,4,0,0,0,1,0,0,4,4,4,3,3,Funding access remains difficult for rural women cooperatives,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,4.0,4.0,4.0,4.25,High,4.0,3.6,4.6,0.4,0,0,0,1,2,1,1,2.75,Moderate,0,66.66666666666666,63.63636363636363,28.57142857142857,60.0,66.66666666666666,57.29,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_00042,36-45,Female,No,Rural,Ghana,West Africa,Processing,Afri-Impact NGO,Women Cooperative,3,5,3,5,4,5,5,4,4,3,5,4,2,5,3,3,5,5,5,National,4,4,5,5,1,0,0,1,0,1,4,4,4,3,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Expand awareness campaigns in rural communities,4.0,4.25,4.5,4.5,High,4.0,3.8,3.8,0.2,1,0,0,3,2,1,1,3.0,High,0,66.66666666666666,72.72727272727273,28.57142857142857,80.0,100.0,65.9,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_00043,18-35,Female,No,Urban,Tanzania,East Africa,Agri-Finance,Continental Agri Ltd,Community Network,5,5,4,3,3,5,3,3,2,2,4,4,4,4,4,3,4,4,3,National,4,3,4,4,1,0,1,1,1,1,5,4,4,4,4,Climate adaptation training should be expanded,Support aggregation and funding of agricultural research,Promote women leadership representation,2.5,3.75,3.75,3.5,Low,2.5,4.2,4.0,-1.7,0,1,0,5,0,0,1,1.7,Low,1,66.66666666666666,54.54545454545454,71.42857142857143,50.0,100.0,65.42,Capacity building programme enrolment,Routine,1
RESP_00044,46-60,Male,No,Semi-Urban,Cameroon,Central Africa,Production,Baobab Cooperative,NGO,5,3,2,3,3,5,5,3,3,3,4,5,4,5,4,5,3,4,4,Regional,4,3,4,4,0,1,0,0,1,1,4,5,5,3,3,Technology adoption is improving productivity outcomes,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,3.5,2.75,3.75,4.0,Moderate,3.5,4.0,4.4,-0.5,0,0,0,3,1,0,1,2.35,Low,1,100.0,18.181818181818183,42.85714285714286,50.0,33.33333333333333,53.95,Agricultural credit & microfinance access | Governance capacity building | Capacity building programme enrolment,Critical,3
RESP_00045,18-35,Female,No,Urban,Gabon,Central Africa,Production,AgriLink Cooperative,Community Network,4,4,4,5,4,4,5,5,3,4,4,3,4,4,4,3,4,3,4,Regional,4,2,4,5,1,1,1,1,1,0,3,5,5,3,4,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Strengthen gender-responsive technology access,4.25,4.25,3.75,3.5,High,4.25,4.0,3.8,0.25,0,1,0,5,2,1,1,2.8,Moderate,0,100.0,72.72727272727273,21.42857142857143,50.0,66.66666666666666,66.63,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_00046,46-60,Female,No,Rural,Zambia,Southern Africa,Production,EcoFarm Network,Private Agribusiness,3,4,4,3,3,5,4,4,5,4,5,5,3,4,5,4,5,4,4,Sub-national,3,4,4,5,1,0,0,1,1,1,4,3,3,3,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Strengthen gender-responsive technology access,4.25,3.5,4.0,4.25,High,4.25,3.4,4.4,0.85,1,0,0,4,2,0,1,3.25,High,0,33.33333333333333,45.45454545454545,21.42857142857143,60.0,66.66666666666666,41.32,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_00047,36-45,Female,No,Urban,Morocco,Northern Africa,Agri-Finance,BushVeld Research,Government Agency,5,4,4,4,5,4,3,2,3,4,5,4,4,5,4,3,4,4,4,Regional,4,4,4,4,0,1,0,1,0,0,4,5,5,4,3,Need stronger digital extension systems for women farmers,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,3.0,4.25,4.0,3.75,Moderate,3.0,4.2,4.4,-1.2,0,0,0,2,1,1,1,2.0,Low,1,100.0,72.72727272727273,57.142857142857146,60.0,66.66666666666666,75.28,Digital literacy & agri-tech platform access | Capacity building programme enrolment,High,2
RESP_00048,36-45,Female,No,Urban,Ethiopia,East Africa,Services,Afri-Impact NGO,Research Institution,4,4,4,4,4,3,3,3,3,2,4,4,3,5,5,5,4,5,4,Regional,3,3,4,4,1,0,1,0,0,0,4,4,4,4,5,Technology adoption is improving productivity outcomes,Create women-focused digital financing systems,Strengthen gender-responsive technology access,2.75,4.0,3.5,4.5,Low,2.75,4.2,4.2,-1.45,0,0,0,2,0,1,0,1.85,Low,1,66.66666666666666,63.63636363636363,64.28571428571428,40.0,66.66666666666666,61.43,Capacity building programme enrolment,Routine,1
RESP_00049,18-35,Female,No,Urban,Tunisia,Northern Africa,Agri-Finance,Sahel Solutions Ltd,Research Institution,4,3,3,3,4,4,4,2,1,3,4,2,4,5,3,4,4,5,4,Regional,3,4,4,4,1,1,1,1,1,1,3,4,4,4,5,Technology adoption is improving productivity outcomes,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,2.5,3.25,3.75,4.25,Low,2.5,4.0,3.6,-1.5,0,1,0,6,0,0,1,1.75,Low,1,66.66666666666666,36.36363636363637,71.42857142857143,50.0,33.33333333333333,54.21,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_00050,18-35,Female,No,Rural,Algeria,Northern Africa,Agri-Finance,Grassroots AgriCo,Community Network,5,4,3,5,4,4,2,3,5,4,5,4,5,5,5,5,4,4,4,Sub-national,3,5,4,4,1,0,1,0,0,1,4,3,4,5,4,Need stronger digital extension systems for women farmers,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,3.5,4.0,4.0,4.25,Moderate,3.5,4.0,4.8,-0.5,1,1,0,3,1,1,1,2.65,Moderate,0,66.66666666666666,63.63636363636363,42.85714285714286,60.0,66.66666666666666,60.15,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Rural women extension services & cooperative support | Capacity building programme enrolment,High,4
RESP_00051,46-60,Female,No,Rural,Algeria,Northern Africa,Production,AfroHarvest Initiative,Research Institution,3,3,4,5,4,4,3,5,5,5,5,5,4,5,4,5,4,4,5,National,4,4,5,4,1,1,0,1,1,1,3,3,3,5,3,Local partnerships improve sustainability and trust,Support aggregation and funding of agricultural research,Increase disability-inclusive participation frameworks,4.5,4.0,4.25,4.5,Critical,4.5,3.4,4.6,1.1,1,0,0,5,3,1,1,3.4,High,0,33.33333333333333,63.63636363636363,14.285714285714292,70.0,33.33333333333333,42.6,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_00052,18-35,Female,No,Rural,Egypt,Northern Africa,Production,Continental Agri Ltd,Research Institution,4,4,4,4,4,5,3,4,5,5,5,5,4,5,4,3,4,4,4,Continental,4,4,4,4,0,1,0,1,0,0,5,4,5,4,3,Technology adoption is improving productivity outcomes,Deploy mobile agricultural advisory platforms,Strengthen gender-responsive technology access,4.25,4.0,4.0,3.75,High,4.25,4.2,4.6,0.05,1,1,0,2,2,1,1,3.05,High,0,100.0,63.63636363636363,21.42857142857143,60.0,66.66666666666666,65.86,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_00053,18-35,Female,No,Rural,Zambia,Southern Africa,Processing,Sahel Solutions Ltd,Farmers Association,3,4,4,3,4,4,4,5,5,5,5,4,3,5,5,4,4,4,3,Regional,4,3,4,3,0,1,0,1,0,0,3,4,4,5,4,Local partnerships improve sustainability and trust,Scale youth agritech incubation hubs,Promote women leadership representation,4.75,3.75,3.5,3.75,Critical,4.75,4.0,4.4,0.75,1,1,0,2,3,0,0,3.4,High,0,66.66666666666666,54.54545454545454,7.142857142857139,40.0,66.66666666666666,47.73,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_00054,18-35,Female,No,Urban,South Africa,Southern Africa,Production,Delta Agri Hub,Research Institution,5,4,3,5,4,4,3,4,2,1,5,5,5,5,5,4,5,4,3,National,4,3,4,5,1,1,1,1,1,0,4,4,5,3,4,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,2.5,4.0,4.0,4.0,Low,2.5,4.0,5.0,-1.5,0,1,0,5,0,1,1,1.75,Low,1,100.0,63.63636363636363,71.42857142857143,60.0,66.66666666666666,75.86,Land rights advocacy & documentation support | Capacity building programme enrolment,Routine,2
RESP_00055,61+,Female,No,Semi-Urban,Ethiopia,East Africa,Others,SeedFuture Institute,Private Agribusiness,4,3,5,5,5,4,3,2,4,3,4,4,4,5,5,5,4,3,4,Sub-national,2,4,4,4,1,0,0,1,1,0,3,4,4,3,2,Climate adaptation training should be expanded,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,3.0,4.5,3.5,4.0,Moderate,3.0,3.2,4.4,-0.2,0,0,0,3,1,1,0,2.25,Low,1,66.66666666666666,81.81818181818183,57.142857142857146,40.0,33.33333333333333,61.22,Climate-smart agriculture & early warning systems | Capacity building programme enrolment,Routine,2
RESP_00056,36-45,Female,No,Semi-Urban,Tanzania,East Africa,Agri-Finance,Nile AgriConsult,NGO,4,3,3,4,5,5,4,4,5,3,4,4,3,4,4,4,5,4,5,Continental,4,3,3,2,1,1,0,1,0,0,4,4,4,4,4,Technology adoption is improving productivity outcomes,Scale youth agritech incubation hubs,Promote women leadership representation,4.0,3.75,3.0,4.5,High,4.0,4.0,3.8,0.0,0,0,0,3,2,0,0,2.65,Moderate,0,66.66666666666666,54.54545454545454,28.57142857142857,20.0,33.33333333333333,45.68,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_00057,61+,Female,No,Rural,Uganda,East Africa,Marketing,Savanna Tech Group,Community Network,3,4,4,4,3,5,3,4,5,4,4,4,4,5,3,4,4,5,4,Regional,3,3,4,3,1,1,1,1,0,1,2,4,5,2,3,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,4.0,3.75,3.25,4.25,High,4.0,3.2,4.0,0.8,1,0,0,5,2,0,0,3.15,High,0,100.0,54.54545454545454,28.57142857142857,30.0,66.66666666666666,60.52,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_00058,18-35,Female,No,Rural,Chad,Central Africa,Marketing,GreenVine Partners,Private Agribusiness,5,4,3,3,4,3,5,5,5,4,5,5,4,4,4,3,5,4,4,National,5,4,3,4,1,1,0,0,1,0,5,4,3,4,4,Climate adaptation training should be expanded,Support aggregation and funding of agricultural research,Strengthen gender-responsive technology access,4.75,3.5,4.0,4.0,Critical,4.75,4.0,4.4,0.75,1,1,0,3,3,0,1,3.4,High,0,33.33333333333333,45.45454545454545,7.142857142857139,60.0,66.66666666666666,38.46,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_00059,36-45,Female,No,Semi-Urban,Morocco,Northern Africa,Agri-Finance,Delta Agri Hub,Research Institution,5,4,4,3,4,5,5,4,3,4,4,4,3,5,5,3,4,5,4,Continental,4,3,4,4,0,0,0,1,1,0,4,5,5,4,4,Need stronger digital extension systems for women farmers,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,4.0,3.75,3.75,4.0,High,4.0,4.4,4.2,-0.4,0,0,0,2,2,0,1,2.55,Moderate,1,100.0,54.54545454545454,28.57142857142857,50.0,66.66666666666666,63.52,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_00060,46-60,Female,No,Semi-Urban,Ethiopia,East Africa,Services,AfroHarvest Initiative,Government Agency,5,3,4,5,5,4,4,3,4,3,3,4,5,4,3,4,5,5,4,Regional,3,3,3,5,1,0,1,1,1,0,3,5,5,4,4,Technology adoption is improving productivity outcomes,Introduce AI-supported climate monitoring systems,Promote women leadership representation,3.5,4.25,3.5,4.5,Moderate,3.5,4.2,3.8,-0.7,0,0,0,4,1,1,0,2.3,Low,1,100.0,72.72727272727273,42.85714285714286,40.0,33.33333333333333,66.09,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_00061,36-45,Female,No,Urban,DR Congo,Central Africa,Agri-Finance,Ubuntu Agri Network,Women Cooperative,5,4,2,4,4,4,5,3,2,3,5,4,5,3,4,5,3,4,4,Continental,4,4,4,5,1,1,0,0,1,0,4,4,4,4,5,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Increase disability-inclusive participation frameworks,3.25,3.5,4.25,4.0,Moderate,3.25,4.2,4.2,-0.95,0,0,0,3,1,0,1,2.15,Low,1,66.66666666666666,45.45454545454545,50.0,70.0,66.66666666666666,58.53,Agricultural credit & microfinance access,High,1
RESP_00062,36-45,Female,Yes,Rural,Senegal,West Africa,Others,Ubuntu Agri Network,Government Agency,5,4,2,4,4,4,4,4,5,4,5,4,4,4,5,4,3,5,4,Regional,4,4,5,4,0,0,1,0,0,1,3,4,4,4,3,Funding access remains difficult for rural women cooperatives,Introduce AI-supported climate monitoring systems,Improve equitable funding access mechanisms,4.25,3.5,4.25,4.0,High,4.25,3.6,4.4,0.65,1,0,1,2,2,0,1,3.7,High,0,66.66666666666666,45.45454545454545,21.42857142857143,70.0,66.66666666666666,52.82,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Critical,8
